2004eo 2453279.50 16.124 .017 15.341 .016 15.323 .016 15.818 .016 15.491 .017 15.366 .016
2004eo 2453280.49 16.212 .017 15.385 .016 15.316 .016 15.841 .017 15.517 .017 15.362 .016
2004eo 2453281.49 16.307 .017 15.406 .016 15.319 .016 15.854 .017 15.557 .017 15.367 .016
2004eo 2453282.49 16.418 .017 15.406 .016 15.321 .016 15.879 .016                    
2004eo 2453285.55                                                             15.471 .019
2004eo 2453287.55 17.102 .017 15.773 .016 15.552 .016 16.122 .016 16.075 .017 15.566 .017
2004eo 2453288.54 17.281 .017 15.855 .016 15.613 .016 16.179 .017 16.190 .017 15.632 .017
2004eo 2453289.56 17.438 .017 15.969 .016 15.684 .016 16.216 .017 16.314 .017 15.695 .016
2004eo 2453290.55 17.615 .018 16.065 .016 15.735 .016 16.244 .016 16.447 .017 15.773 .016
2004eo 2453291.53 17.767 .017 16.178 .016 15.783 .016 16.245 .017 16.583 .017 15.853 .016
2004eo 2453292.54 17.960 .017 16.291 .016 15.823 .016 16.233 .016 16.716 .017 15.931 .016
2004eo 2453294.49 18.285 .018 16.532 .016 15.891 .017 16.200 .017 16.983 .017 16.073 .017
2004eo 2453295.48 18.395 .018 16.638 .017 15.923 .016 16.195 .016 17.104 .017 16.155 .016
2004eo 2453298.51 18.772 .022 16.955 .016 16.017 .016 16.182 .016 17.456 .017 16.356 .016
2004eo 2453300.49 18.998 .055 17.142 .017 16.096 .017 16.196 .017 17.642 .017 16.492 .016
2004eo 2453301.49 19.016 .038 17.233 .017 16.141 .016 16.218 .017 17.710 .017 16.554 .017
2004eo 2453302.49 19.074 .045 17.343 .017 16.187 .016 16.238 .017 17.802 .017 16.616 .016
2004eo 2453303.50 19.134 .042 17.401 .017 16.253 .016 16.248 .016 17.919 .017 16.683 .016
2004eo 2453304.50             17.490 .017 16.307 .017 16.248 .017 17.952 .036 16.835 .034
2004eo 2453305.49 19.344 .047 17.573 .017 16.375 .016 16.327 .016 18.000 .028 16.829 .017
2004eo 2453307.53 19.397 .075 17.668 .017 16.533 .016 16.448 .017 18.166 .033 16.985 .017
2004eo 2453308.50 19.460 .028 17.773 .016 16.613 .016 16.533 .017 18.215 .017 17.059 .016
2004eo 2453309.49 19.531 .028 17.828 .017 16.689 .016 16.624 .017 18.281 .017 17.125 .016
2004eo 2453310.50 19.600 .031 17.874 .016 16.758 .016 16.703 .017 18.332 .017 17.196 .016
2004eo 2453311.50 19.632 .028 17.917 .017 16.827 .016 16.777 .017 18.372 .017 17.250 .016
2004eo 2453312.50 19.660 .028 17.979 .016 16.886 .016 16.852 .017                     
2004eo 2453321.53 20.056 .084 18.248 .016 17.273 .016 17.299 .016                     
2004eo 2453329.52             18.333 .019 17.529 .016 17.612 .016 18.879 .035 17.856 .016
2004eo 2453341.52             18.601 .027 17.916 .016 18.049 .027 19.001 .038 18.104 .025
2004ey 2453295.52 16.518 .009 15.922 .006 15.953 .006 16.185 .006 15.974 .006 16.005 .007
2004ey 2453298.67             15.474 .006 15.506 .006 15.784 .006 15.532 .005 15.539 .007
2004ey 2453299.51 15.834 .009 15.381 .006 15.460 .009 15.746 .008 15.435 .006 15.459 .008
2004ey 2453300.54 15.770 .010 15.306 .006 15.370 .009 15.702 .009 15.362 .004 15.379 .007
2004ey 2453301.53 15.731 .011 15.251 .005 15.303 .006 15.706 .006 15.308 .005 15.317 .006
2004ey 2453302.54 15.707 .011 15.207 .005 15.260 .006 15.724 .006 15.268 .005 15.262 .007
2004ey 2453303.54 15.702 .010 15.180 .006 15.239 .008 15.753 .009 15.242 .006 15.235 .008
2004ey 2453304.55 15.730 .011 15.176 .005 15.196 .008 15.760 .012 15.242 .006 15.217 .007
2004ey 2453305.54 15.778 .011 15.179 .006 15.193 .007 15.796 .010 15.256 .006 15.211 .008
2004ey 2453307.57 15.949 .011 15.230 .005 15.207 .005 15.872 .006 15.323 .006 15.240 .006
2004ey 2453308.54 16.016 .010 15.254 .005 15.228 .006 15.889 .007 15.355 .004 15.253 .006
2004ey 2453309.54 16.100 .009 15.281 .006 15.251 .008 15.933 .007 15.410 .006 15.282 .007
2004ey 2453310.54 16.189 .009 15.324 .006 15.298 .006 15.978 .007 15.449 .004 15.306 .006
2004ey 2453311.54 16.281 .009 15.372 .006 15.346 .006 16.042 .007 15.509 .005 15.340 .006
2004ey 2453312.53 16.382 .010 15.428 .006 15.418 .009 16.105 .010                     
2004ey 2453314.55 16.601 .009 15.547 .004 15.549 .006 16.301 .007 15.729 .004 15.486 .005
2004ey 2453315.55 16.710 .010 15.614 .006 15.625 .006 16.386 .008 15.818 .006 15.546 .008
2004ey 2453320.53 17.391 .011 16.038 .004 15.911 .006 16.581 .008                     
2004ey 2453328.53 18.380 .022 16.763 .007 16.035 .006 16.406 .010 17.202 .009 16.277 .009
2004ey 2453330.57 18.639 .040 16.969 .009 16.095 .006 16.357 .007 17.412 .013 16.415 .010
2004ey 2453331.52 18.705 .031 17.056 .009 16.120 .006 16.331 .007 17.494 .011 16.477 .009
2004ey 2453335.52                         16.295 .005 16.357 .006 17.788 .010 16.723 .010
2004ey 2453337.52 19.163 .032 17.506 .016 16.408 .007 16.432 .008 17.916 .014 16.821 .010
2004ey 2453338.54                         16.464 .008 16.476 .008 17.995 .010 16.888 .007
2004ey 2453339.54                         16.533 .007 16.576 .008 18.058 .011 16.965 .009
2004ey 2453340.54 19.221 .024 17.702 .009 16.605 .008 16.655 .009 18.086 .011 17.010 .010
2004ey 2453342.52                         16.729 .007 16.810 .009 18.222 .020 17.095 .027
2004ey 2453344.52 19.417 .031 17.840 .014 16.835 .009 16.908 .010 18.255 .012 17.197 .011
2004ey 2453346.53                         16.932 .008 17.034 .010 18.297 .012 17.289 .011
2004ey 2453348.53 19.483 .035 17.962 .012 17.009 .010 17.141 .011 18.374 .014 17.347 .012
2004ey 2453351.53                         17.111 .009 17.272 .015 18.390 .021 17.440 .011
2004ey 2453352.53 19.552 .058 18.071 .013 17.154 .009 17.320 .014 18.454 .022 17.450 .018
2004gc 2453329.81             17.439 .010 17.232 .015 17.775 .036 17.629 .011 17.354 .010
2004gc 2453330.77             17.454 .008 17.196 .009 17.694 .014 17.680 .011 17.362 .011
2004gc 2453331.74             17.509 .009 17.206 .010 17.702 .014 17.729 .011 17.372 .010
2004gc 2453332.74             17.571 .010 17.227 .009 17.731 .016 17.807 .014 17.404 .010
2004gc 2453333.77             17.629 .008 17.257 .009 17.795 .014 17.925 .010 17.410 .009
2004gc 2453336.75             17.856 .011 17.376 .009 17.948 .017 18.196 .016 17.563 .011
2004gc 2453337.76             17.970 .012 17.445 .011 18.029 .016 18.336 .017 17.609 .012
2004gc 2453340.73             18.301 .011 17.587 .011 18.043 .015 18.669 .014 17.818 .010
2004gc 2453341.74             18.391 .010 17.574 .016 18.077 .012 18.830 .016 17.894 .010
2004gc 2453344.73             18.740 .011 17.749 .009 18.047 .014 19.177 .016 18.095 .013
2004gc 2453345.72             18.835 .011 17.766 .014 18.074 .020 19.301 .017 18.198 .011
2004gc 2453348.77             19.132 .014 17.872 .011 18.057 .012 19.632 .020 18.389 .014
2004gc 2453349.77             19.197 .012 17.918 .008 18.102 .021             18.383 .040
2004gc 2453352.70             19.438 .013 18.018 .011 18.049 .013 19.932 .023 18.609 .015
2004gc 2453353.66             19.492 .014 18.077 .010 18.062 .016 20.014 .023 18.692 .016
2004gc 2453356.73             19.734 .016 18.272 .019 18.230 .017 20.198 .023 18.893 .014
2004gc 2453357.69             19.759 .017 18.360 .015                                 
2004gc 2453361.65             19.980 .028 18.613 .015 18.660 .016 20.448 .045 19.235 .018
2004gc 2453369.68             20.235 .064 19.000 .049 19.157 .040 20.738 .098 19.409 .035
2004gc 2453372.68             20.252 .022 19.046 .016 19.245 .023 20.699 .055 19.576 .020
2004gc 2453373.68             20.296 .030 19.051 .015 19.373 .037 20.842 .073 19.557 .029
2004gc 2453376.69             20.351 .022 19.103 .017             20.825 .051 19.663 .024
2004gc 2453380.70             20.494 .050 19.208 .025 19.649 .062 20.935 .162 19.826 .057
2004gc 2453381.68             20.476 .025 19.342 .021 19.678 .038 20.959 .052 19.710 .031
2004gc 2453385.68             20.545 .027 19.296 .032 19.806 .038 20.910 .049 19.893 .026
2004gc 2453387.69                         19.443 .021 19.898 .053 20.946 .084 19.899 .031
2004gc 2453390.59                         19.432 .030             20.967 .120 19.955 .048
2004gc 2453394.65                                     20.087 .071 21.075 .193 20.001 .069
2004gc 2453397.63             20.703 .050 19.750 .032 20.172 .055 21.106 .139 20.061 .051
2004gs 2453352.83 18.183 .043 17.291 .010 17.204 .009 17.397 .020 17.416 .008 17.258 .093
2004gs 2453353.80 18.086 .014 17.201 .006 17.120 .007 17.378 .009 17.346 .007 17.241 .008
2004gs 2453356.82 18.135 .016 17.112 .007 17.010 .007 17.402 .010 17.268 .007 17.099 .009
2004gs 2453357.76 18.233 .014 17.128 .007 17.002 .007 17.414 .010 17.305 .008 17.077 .009
2004gs 2453361.75 18.731 .019 17.347 .009 17.059 .008 17.567 .013 17.589 .009 17.155 .010
2004gs 2453362.78 18.870 .025 17.431 .009 17.120 .009 17.651 .014 17.708 .009 17.200 .009
2004gs 2453363.78 18.986 .030 17.526 .009 17.183 .010 17.731 .015 17.833 .012 17.265 .011
2004gs 2453365.74 19.217 .075 17.722 .016 17.289 .012 17.836 .017 18.096 .021 17.395 .015
2004gs 2453369.77             18.119 .108                                             
2004gs 2453372.74 20.218 .091 18.614 .017 17.614 .009 17.868 .013 19.068 .026 18.004 .013
2004gs 2453373.78 20.633 .136 18.784 .018 17.660 .009 17.865 .014 19.201 .029 18.071 .014
2004gs 2453376.79 20.806 .083 19.089 .017 17.823 .010 17.876 .014 19.517 .018 18.334 .014
2004gs 2453377.72 20.801 .176 19.180 .019 17.848 .011 17.882 .014 19.564 .020 18.393 .015
2004gs 2453380.75 20.855 .168 19.396 .030 18.177 .023 18.110 .036 19.822 .031 18.677 .036
2004gs 2453381.74             19.493 .024             18.100 .130 19.915 .031 18.714 .027
2004gs 2453383.75 21.081 .139 19.601 .027 18.431 .021 18.386 .048 20.039 .031 18.890 .022
2004gs 2453384.71 21.133 .113 19.721 .081 18.523 .025 18.501 .022             18.978 .037
2004gs 2453385.75 21.221 .087 19.815 .026 18.553 .013 18.578 .018 20.130 .022 19.026 .019
2004gs 2453386.72 21.142 .078 19.774 .023 18.620 .014 18.662 .019 20.153 .025 19.074 .021
2004gs 2453387.74 21.373 .154 19.890 .034 18.668 .017 18.750 .032 20.223 .032 19.092 .026
2004gs 2453388.72 21.208 .138 19.847 .030 18.691 .017 18.728 .027 20.294 .040 19.222 .029
2004gs 2453389.69 21.515 .258 19.912 .036 18.736 .019 18.810 .031 20.305 .053 19.246 .031
2004gs 2453390.68             19.943 .073 18.770 .026 18.930 .036 20.278 .049 19.250 .027
2004gs 2453391.64             19.952 .081 18.868 .030 18.975 .036 20.249 .072 19.265 .041
2004gs 2453392.68             20.074 .104 18.863 .033 18.982 .051 20.163 .097 19.260 .095
2004gs 2453393.72                         18.834 .062             20.286 .216 19.341 .131
2004gs 2453394.73                         18.969 .056             20.354 .161 19.437 .080
2004gs 2453398.67             20.059 .072 19.097 .027 19.243 .036 20.348 .107 19.471 .045
2004gs 2453400.63             20.176 .039 19.153 .015 19.383 .030 20.498 .059 19.550 .032
2004gs 2453403.65             20.228 .020 19.264 .011 19.471 .018 20.571 .031 19.644 .017
2004gs 2453406.66             20.308 .019 19.380 .013 19.591 .020 20.622 .025 19.703 .016
2004gs 2453407.68             20.319 .019 19.361 .014 19.632 .021 20.658 .050 19.728 .023
2004gs 2453408.67             20.340 .019 19.433 .014 19.674 .024 20.699 .030 19.785 .016
2004gs 2453409.66             20.336 .024 19.462 .012 19.687 .022 20.671 .029 19.804 .021
2004gs 2453410.68             20.360 .017 19.524 .013 19.734 .026 20.722 .031 19.856 .019
2004gs 2453411.66             20.349 .020 19.563 .017 19.779 .033 20.780 .047 19.827 .022
2004gs 2453412.66             20.360 .022 19.594 .020 19.876 .032 20.669 .052 19.846 .024
2004gs 2453415.66             20.417 .017 19.684 .014 19.894 .022 20.787 .027 19.970 .017
2004gs 2453416.68             20.438 .021 19.726 .017 19.996 .034 20.844 .029 20.001 .018
2004gs 2453417.64             20.445 .018 19.756 .016 19.981 .026 20.817 .038 20.053 .027
2004gs 2453418.64             20.439 .025 19.810 .019 20.021 .035 20.800 .047 20.026 .027
2004gs 2453419.71             20.504 .021 19.854 .019 20.008 .045 20.811 .049 20.013 .029
2004gs 2453420.64                         19.802 .096 20.105 .047             20.142 .055
2004gs 2453421.68                                                 20.727 .202 20.080 .115
2004gs 2453424.63                                     20.228 .121             20.347 .173
2004gs 2453425.62                         19.964 .065 20.252 .116             20.306 .130
2004gs 2453426.62                         20.102 .060 20.286 .066 20.867 .153 20.321 .082
2004gs 2453427.61             20.572 .066 20.104 .045 20.419 .079 21.136 .201 20.123 .064
2004gs 2453428.56                                                             20.186 .180
2004gs 2453429.58             20.673 .071 20.186 .072             20.959 .067 20.326 .038
2004gs 2453432.68             20.699 .039 20.302 .036 20.457 .073 21.161 .081 20.333 .044
2004gs 2453444.57             20.872 .025 20.675 .032 20.971 .063 21.316 .045 20.585 .030
2004gs 2453445.57             20.927 .032 20.755 .033 20.884 .060 21.267 .043 20.686 .033
2004gs 2453446.57             20.959 .045 20.812 .045 21.051 .086 21.258 .063 20.688 .051
2004gs 2453455.56                         21.067 .143 21.125 .151 21.523 .317 20.834 .158
2004gs 2453461.53             21.157 .038 21.356 .063 21.376 .093             21.017 .057
2004gu 2453357.85             17.503 .009 17.533 .009 17.917 .016             17.453 .020
2004gu 2453361.83 18.096 .019 17.414 .016 17.379 .009 17.933 .015 17.567 .024 17.384 .015
2004gu 2453362.85 18.137 .027 17.417 .009 17.355 .011 17.913 .033                     
2004gu 2453363.85 18.202 .093             17.340 .011 17.968 .016 17.590 .022 17.383 .010
2004gu 2453365.83 18.377 .040 17.419 .010 17.350 .010 18.021 .022 17.634 .024 17.412 .013
2004gu 2453369.84             17.583 .013 17.459 .011 18.104 .019 17.746 .032 17.508 .014
2004gu 2453372.84 18.896 .036 17.709 .010 17.619 .011 18.346 .022 17.965 .025         
2004gu 2453373.84 18.948 .070 17.791 .010 17.680 .011 18.395 .024 18.034 .025 17.692 .011
2004gu 2453376.84             18.061 .011 17.849 .011 18.641 .017 18.285 .040 17.871 .010
2004gu 2453377.84 19.495 .035 18.160 .015 17.915 .012 18.658 .021                     
2004gu 2453380.84             18.433 .019 18.007 .010 18.699 .020 18.708 .051 18.061 .012
2004gu 2453381.83 20.116 .057 18.510 .019 18.044 .012 18.728 .018 18.816 .031 18.126 .017
2004gu 2453384.81 20.322 .069 18.817 .025 18.101 .011 18.681 .022 19.105 .027 18.284 .010
2004gu 2453385.84                         18.101 .012 18.645 .022 19.154 .031 18.326 .012
2004gu 2453386.80 20.593 .056 18.997 .025 18.148 .011 18.650 .018 19.343 .027 18.389 .012
2004gu 2453387.79 20.481 .076 19.108 .028 18.142 .010 18.598 .017 19.388 .028 18.456 .013
2004gu 2453388.81             19.155 .027                         19.518 .031 18.481 .013
2004gu 2453390.83 20.898 .098 19.314 .031 18.190 .014 18.503 .019             18.585 .016
2004gu 2453391.81                                                 19.755 .033 18.671 .015
2004gu 2453393.81 21.258 .117 19.497 .026 18.306 .012 18.447 .018 19.803 .045 18.762 .018
2004gu 2453394.80 21.016 .183 19.643 .049 18.329 .015 18.490 .020 19.962 .049 18.774 .020
2004gu 2453395.81                         18.373 .017                                 
2004gu 2453399.82             19.693 .032 18.589 .018 18.614 .033 20.224 .079 19.074 .025
2004gu 2453401.81                         18.691 .018 18.772 .028 20.255 .086 19.202 .035
2004gu 2453402.85             20.002 .025 18.726 .016             20.419 .043 19.234 .018
2004gu 2453403.80             20.045 .027 18.815 .012 18.906 .021 20.527 .051 19.332 .018
2004gu 2453404.82             19.954 .020 18.893 .022 19.097 .039 20.416 .040 19.388 .018
2004gu 2453406.82             20.191 .035 18.946 .020 19.174 .035 20.595 .038 19.451 .016
2004gu 2453408.80             20.185 .029 18.999 .017 19.168 .021 20.549 .038 19.507 .016
2004gu 2453409.85             20.159 .024 19.026 .024 19.334 .037                     
2004gu 2453410.82             20.349 .039 19.087 .013 19.247 .022 20.712 .038 19.505 .020
2005A  2453376.63 20.120 .093 17.987 .011 16.974 .009 17.171 .010 18.430 .013 17.459 .010
2005A  2453377.60 20.064 .068 17.945 .010 16.922 .008 17.197 .010 18.379 .013 17.380 .010
2005A  2453380.58 20.098 .085 17.893 .013 16.827 .010 17.193 .013 18.336 .016 17.334 .011
2005A  2453381.57 20.137 .060 17.898 .010 16.833 .009 17.226 .011 18.360 .014 17.301 .011
2005A  2453383.62 20.294 .074 17.901 .010 16.868 .009 17.251 .013 18.448 .015 17.309 .009
2005A  2453384.58             17.906 .022                                             
