SN2005ch        Ia  PAIRITEL H   2005Jun28 53549.25  1227.556   138.171 17.28 0.12
SN2005ch        Ia  PAIRITEL H   2005Jun29 53550.15  1386.071   111.498 17.15 0.09
SN2005ch        Ia  PAIRITEL H   2005Jun30 53551.24  1640.263    87.804 16.96 0.06
SN2005ch        Ia  PAIRITEL H   2005Jul06 53557.22  1924.431   140.998 16.79 0.08
SN2005ch        Ia  PAIRITEL H   2005Jul07 53558.22  1907.221   116.800 16.80 0.07
SN2005ch        Ia  PAIRITEL H   2005Jul09 53560.22  1915.569    92.874 16.79 0.05
SN2005ch        Ia  PAIRITEL H   2005Jul12 53563.23  1720.662   125.941 16.91 0.08
SN2005ch        Ia  PAIRITEL K_s 2005Jun18 53539.15  1776.225   134.558 16.88 0.08
SN2005ch        Ia  PAIRITEL K_s 2005Jun19 53540.20  1717.656   215.602 16.91 0.14
SN2005ch        Ia  PAIRITEL K_s 2005Jun27 53548.16  1179.077   179.636 17.32 0.17
SN2005ch        Ia  PAIRITEL K_s 2005Jun28 53549.25  1425.152   283.385 17.12 0.22
SN2005ch        Ia  PAIRITEL K_s 2005Jun29 53550.15  1966.266   146.422 16.77 0.08
SN2005ch        Ia  PAIRITEL K_s 2005Jun30 53551.24  2575.085   232.617 16.47 0.10
SN2005ch        Ia  PAIRITEL K_s 2005Jul09 53560.22  3815.899   212.486 16.05 0.06
SN2005ch        Ia  PAIRITEL K_s 2005Jul12 53563.23  2431.499   176.962 16.54 0.08
SN2005el        Ia  PAIRITEL J   2005Sep27 53640.38  5842.099   205.492 15.58 0.04
SN2005el        Ia  PAIRITEL J   2005Sep28 53641.36  6115.085   133.435 15.53 0.02
SN2005el        Ia  PAIRITEL J   2005Sep29 53642.37  6339.230   106.309 15.49 0.02
SN2005el        Ia  PAIRITEL J   2005Sep30 53643.36  6545.133   202.937 15.46 0.03
SN2005el        Ia  PAIRITEL J   2005Oct05 53648.39  4493.461   129.986 15.87 0.03
SN2005el        Ia  PAIRITEL J   2005Oct08 53651.43  3162.792   135.006 16.25 0.05
SN2005el        Ia  PAIRITEL J   2005Oct09 53652.37  2614.894    73.038 16.46 0.03
SN2005el        Ia  PAIRITEL J   2005Oct10 53653.39  2118.025    67.871 16.69 0.03
SN2005el        Ia  PAIRITEL J   2005Oct11 53654.34  1777.188    97.232 16.88 0.06
SN2005el        Ia  PAIRITEL J   2005Oct13 53656.33  1309.219   188.650 17.21 0.16
SN2005el        Ia  PAIRITEL J   2005Oct20 53663.40  1422.468   114.002 17.12 0.09
SN2005el        Ia  PAIRITEL J   2005Oct22 53665.36  1643.325   123.298 16.96 0.08
SN2005el        Ia  PAIRITEL J   2005Oct27 53670.35  2306.120   111.689 16.59 0.05
SN2005el        Ia  PAIRITEL J   2005Oct29 53672.30  2425.191    91.522 16.54 0.04
SN2005el        Ia  PAIRITEL J   2005Oct30 53673.29  2338.766    80.328 16.58 0.04
SN2005el        Ia  PAIRITEL J   2005Oct31 53674.39  2151.722   124.601 16.67 0.06
SN2005el        Ia  PAIRITEL J   2005Nov01 53675.36  2138.233   109.686 16.67 0.06
SN2005el        Ia  PAIRITEL J   2005Nov02 53676.36  1803.184    90.719 16.86 0.05
SN2005el        Ia  PAIRITEL J   2005Nov03 53677.35  1618.119   120.618 16.98 0.08
SN2005el        Ia  PAIRITEL J   2005Nov04 53678.38  1582.335   111.842 17.00 0.08
SN2005el        Ia  PAIRITEL J   2005Nov12 53686.35   911.512    95.066 17.60 0.11
SN2005el        Ia  PAIRITEL J   2005Nov13 53687.32   800.851    76.912 17.74 0.10
SN2005el        Ia  PAIRITEL J   2005Nov14 53688.33   727.111    66.714 17.85 0.10
SN2005el        Ia  PAIRITEL J   2005Nov15 53689.32   717.496   108.461 17.86 0.17
SN2005el        Ia  PAIRITEL J   2005Nov16 53690.32   612.761    90.528 18.03 0.16
SN2005el        Ia  PAIRITEL J   2005Nov17 53691.30   604.609    78.041 18.05 0.14
SN2005el        Ia  PAIRITEL J   2005Nov19 53693.33   497.145    90.342 18.26 0.20
SN2005el        Ia  PAIRITEL J   2005Nov21 53695.31   493.935    51.718 18.27 0.11
SN2005el        Ia  PAIRITEL J   2005Nov22 53696.30   414.152   101.371 18.46 0.27
SN2005el        Ia  PAIRITEL J   2005Nov26 53700.26   351.373    78.439 18.64 0.25
SN2005el        Ia  PAIRITEL J   2005Nov27 53701.26   323.937    78.393 18.72 0.27
SN2005el        Ia  PAIRITEL J   2005Nov29 53703.28   351.311    79.774 18.64 0.25
SN2005el        Ia  PAIRITEL J   2005Nov30 53704.30   327.133    96.512 18.71 0.33
SN2005el        Ia  PAIRITEL J   2005Dec02 53706.30   287.858    90.790 18.85 0.35
SN2005el        Ia  PAIRITEL J   2005Dec04 53708.30   277.883    44.406 18.89 0.17
SN2005el        Ia  PAIRITEL H   2005Sep28 53641.36  5379.630   185.960 15.67 0.04
SN2005el        Ia  PAIRITEL H   2005Sep29 53642.37  5479.422   226.404 15.65 0.04
SN2005el        Ia  PAIRITEL H   2005Sep30 53643.36  6087.924   300.503 15.54 0.05
SN2005el        Ia  PAIRITEL H   2005Oct08 53651.43  4192.242   273.895 15.94 0.07
SN2005el        Ia  PAIRITEL H   2005Oct09 53652.37  3535.032    63.312 16.13 0.02
SN2005el        Ia  PAIRITEL H   2005Oct10 53653.39  3515.830   292.875 16.13 0.09
SN2005el        Ia  PAIRITEL H   2005Oct11 53654.34  3447.169   171.326 16.16 0.05
SN2005el        Ia  PAIRITEL H   2005Oct13 53656.33  3003.055   479.887 16.31 0.18
SN2005el        Ia  PAIRITEL H   2005Oct20 53663.40  4632.035   182.724 15.84 0.04
SN2005el        Ia  PAIRITEL H   2005Oct22 53665.36  4859.414   219.840 15.78 0.05
SN2005el        Ia  PAIRITEL H   2005Oct27 53670.35  4741.660   265.483 15.81 0.06
SN2005el        Ia  PAIRITEL H   2005Oct29 53672.30  4465.254   189.494 15.88 0.05
SN2005el        Ia  PAIRITEL H   2005Oct30 53673.29  4282.848   196.188 15.92 0.05
SN2005el        Ia  PAIRITEL H   2005Oct31 53674.39  3932.618   214.685 16.01 0.06
SN2005el        Ia  PAIRITEL H   2005Nov01 53675.36  3639.029   273.493 16.10 0.08
SN2005el        Ia  PAIRITEL H   2005Nov02 53676.36  3182.529   251.630 16.24 0.09
SN2005el        Ia  PAIRITEL H   2005Nov04 53678.38  3247.878   734.909 16.22 0.25
SN2005el        Ia  PAIRITEL H   2005Nov12 53686.35  2308.592    75.907 16.59 0.04
